,gen,nevals,new_hof,coverage_avg,coverage_std,coverage_min,coverage_max,altitude_avg,altitude_std,altitude_min,altitude_max,costs_avg,costs_std,costs_min,costs_max
0,0,50,33,0.6523143781784557,0.34144549941169766,0.009986130374479889,1.0,760.64,144.81170670909174,513.0,993.0,75.4,64.50519358935372,1.0,286.0
1,1,50,21,0.9716264447526584,0.05017823247400027,0.8339343504392048,1.0,790.68,127.11954059073688,513.0,993.0,141.36,72.68693417664554,42.0,294.0
2,2,50,17,0.9997836338418864,0.00047853580410977127,0.9980582524271845,1.0,802.42,109.4285319283778,513.0,993.0,180.74,65.82060771521333,88.0,322.0
3,3,50,10,1.0,0.0,1.0,1.0,778.94,102.3610101552344,513.0,991.0,170.24,64.88283594295181,70.0,322.0
4,4,50,5,1.0,0.0,1.0,1.0,731.64,97.54645252391293,513.0,991.0,176.32,65.53424753516286,70.0,322.0
5,5,50,8,1.0,0.0,1.0,1.0,705.4,98.63488226788736,513.0,932.0,167.78,59.15954360878725,70.0,312.0
6,6,50,5,1.0,0.0,1.0,1.0,687.68,100.41363254060676,513.0,932.0,159.96,53.644742519654244,70.0,312.0
7,7,50,7,1.0,0.0,1.0,1.0,688.64,120.6876563696553,513.0,960.0,162.76,59.769744854733986,70.0,312.0
8,8,50,6,1.0,0.0,1.0,1.0,699.22,143.47603144776483,513.0,960.0,162.98,66.80134429785076,70.0,273.0
9,9,50,11,1.0,0.0,1.0,1.0,704.88,133.03618154472113,513.0,960.0,151.42,59.205773367130334,70.0,273.0
10,10,50,8,1.0,0.0,1.0,1.0,684.5,120.4604914484413,513.0,865.0,148.82,55.919116588157934,70.0,273.0
11,11,50,11,1.0,0.0,1.0,1.0,688.08,116.05306372517704,513.0,865.0,139.7,45.71531472056164,70.0,260.0
12,12,50,4,1.0,0.0,1.0,1.0,680.92,118.89875356789909,513.0,865.0,142.52,47.75740361451824,70.0,260.0
13,13,50,4,1.0,0.0,1.0,1.0,684.86,132.04241894179307,513.0,865.0,138.9,48.447187740879244,70.0,216.0
14,14,50,10,1.0,0.0,1.0,1.0,710.92,123.77735495638933,513.0,865.0,126.76,42.291162197319665,70.0,216.0
15,15,50,4,1.0,0.0,1.0,1.0,720.28,125.58296699791735,513.0,865.0,120.46,39.41025754800392,70.0,207.0
16,16,50,3,1.0,0.0,1.0,1.0,732.08,119.3079779394488,513.0,865.0,115.4,35.67576208015745,70.0,207.0
17,17,50,8,1.0,0.0,1.0,1.0,736.34,118.0487373926549,513.0,865.0,111.4,34.81551378336962,70.0,207.0
18,18,50,6,1.0,0.0,1.0,1.0,758.86,110.91005545035132,513.0,865.0,101.16,26.469877219209007,70.0,180.0
19,19,50,6,1.0,0.0,1.0,1.0,808.76,82.31586967286442,513.0,865.0,90.72,21.849521733896147,70.0,180.0
20,20,50,1,1.0,0.0,1.0,1.0,803.42,87.20070871271632,513.0,865.0,94.04,32.76703221227091,70.0,264.0
21,21,50,1,1.0,0.0,1.0,1.0,793.26,95.21340451848154,513.0,865.0,100.96,43.96951671328672,70.0,264.0
22,22,50,2,1.0,0.0,1.0,1.0,794.78,95.29287276601539,513.0,865.0,94.0,26.587214972614188,70.0,180.0
23,23,50,4,1.0,0.0,1.0,1.0,779.68,104.09696249170769,513.0,865.0,97.84,29.863261710670518,70.0,180.0
24,24,50,3,1.0,0.0,1.0,1.0,777.08,103.44251350387808,513.0,865.0,97.84,29.863261710670518,70.0,180.0
25,25,50,5,1.0,0.0,1.0,1.0,746.3,116.35415763951025,513.0,865.0,107.44,36.92379178795158,70.0,180.0
26,26,50,1,1.0,0.0,1.0,1.0,731.9,114.7726883888323,513.0,865.0,110.32,38.08487363770556,70.0,180.0
27,27,50,2,1.0,0.0,1.0,1.0,694.3,112.64124466641871,513.0,865.0,118.12,39.87261717018335,70.0,180.0
28,28,50,4,1.0,0.0,1.0,1.0,687.94,114.3874835810282,513.0,865.0,112.76,35.04029680239595,70.0,180.0
29,29,50,3,1.0,0.0,1.0,1.0,701.12,117.9775639687479,513.0,865.0,109.6,36.84345260694226,70.0,180.0
30,30,50,3,1.0,0.0,1.0,1.0,677.92,129.74680574102777,511.0,865.0,118.72,40.397544479831936,70.0,198.0
31,31,50,3,1.0,0.0,1.0,1.0,683.46,122.3235398441363,511.0,865.0,115.0,33.2391335627149,70.0,198.0
32,32,50,3,1.0,0.0,1.0,1.0,705.96,130.8739790791126,511.0,865.0,109.76,35.17872084087197,70.0,198.0
33,33,50,2,1.0,0.0,1.0,1.0,760.8,134.51780551287627,511.0,865.0,97.44,38.34796474390786,70.0,198.0
34,34,50,1,1.0,0.0,1.0,1.0,795.0,126.12993300561132,511.0,865.0,90.08,39.15295135746474,70.0,198.0
35,35,50,1,1.0,0.0,1.0,1.0,822.72,105.78148042072394,511.0,865.0,82.56,33.81133537735533,70.0,198.0
36,36,50,5,1.0,0.0,1.0,1.0,822.72,105.78148042072394,511.0,865.0,82.56,33.81133537735533,70.0,198.0
37,37,50,7,1.0,0.0,1.0,1.0,810.32,113.24918366151697,511.0,865.0,85.32,34.984819565062786,70.0,198.0
38,38,50,3,1.0,0.0,1.0,1.0,795.98,126.64256630375112,511.0,865.0,91.32,40.628285713281095,70.0,198.0
39,39,50,4,1.0,0.0,1.0,1.0,788.96,128.54679459247515,511.0,865.0,94.76,42.55610884467705,70.0,198.0
40,40,50,0,1.0,0.0,1.0,1.0,774.46,134.52155366334424,511.0,865.0,100.4,45.396035069155545,70.0,198.0
41,41,50,4,1.0,0.0,1.0,1.0,785.02,126.89089644257385,511.0,865.0,92.76,38.653103368293735,70.0,198.0
42,42,50,3,1.0,0.0,1.0,1.0,765.6,130.2304111949279,511.0,865.0,97.04,38.97946125846277,70.0,198.0
43,43,50,0,1.0,0.0,1.0,1.0,747.38,131.08148458115662,511.0,865.0,100.08,38.824651962380806,70.0,198.0
44,44,50,1,1.0,0.0,1.0,1.0,723.78,128.77861468427125,511.0,865.0,105.32,38.42001561686304,70.0,198.0
45,45,50,3,1.0,0.0,1.0,1.0,705.32,115.01885758431094,511.0,854.0,106.96,31.6587807724808,70.0,180.0
46,46,50,2,1.0,0.0,1.0,1.0,744.84,116.86630994431201,511.0,854.0,97.04,31.970586481952438,70.0,180.0
47,47,50,2,1.0,0.0,1.0,1.0,787.66,101.61448912433698,511.0,854.0,86.16,28.357263619750057,70.0,180.0
48,48,50,1,1.0,0.0,1.0,1.0,807.44,82.83239945818303,511.0,854.0,80.8,23.999999999999996,70.0,180.0
49,49,50,5,1.0,0.0,1.0,1.0,804.16,82.54680127055197,511.0,854.0,81.36,23.904610433972774,70.0,180.0
50,50,50,1,1.0,0.0,1.0,1.0,797.6,81.57793819409756,511.0,854.0,82.48,23.672971930030247,70.0,180.0
51,51,50,4,1.0,0.0,1.0,1.0,777.92,75.2430302420098,511.0,854.0,85.84,22.633921445476478,70.0,180.0
52,52,50,5,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
53,53,50,3,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
54,54,50,2,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
55,55,50,1,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
56,56,50,3,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
57,57,50,5,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
58,58,50,2,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
59,59,50,2,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
60,60,50,3,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
61,61,50,2,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
62,62,50,3,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
63,63,50,1,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
64,64,50,2,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
65,65,50,2,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
66,66,50,3,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
67,67,50,2,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
68,68,50,2,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
69,69,50,2,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
70,70,50,4,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
71,71,50,3,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
72,72,50,0,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
73,73,50,0,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
74,74,50,0,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
75,75,50,2,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
76,76,50,0,1.0,0.0,1.0,1.0,758.24,62.397615339049615,511.0,854.0,89.2,21.01428085850192,70.0,180.0
